# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
13270|Abyssal dagger (p+)|Abyssal dagger|0
13271|Abyssal dagger (p++)|Abyssal dagger|0
13272|Abyssal dagger (p++)|Abyssal dagger|0
13289|Null|None|1
13290|Null|None|1
13291|Null|None|1
13292|Null|None|1
13293|Null|None|1
13294|Null|None|1
13295|Null|None|1
13296|Null|None|1
13297|Null|None|1
13298|Null|None|1
13299|Null|None|1
13300|Null|None|1
13301|Null|None|1
13341|Agility cape(t)|Agility cape|0
13347|Vial of tears (empty)|Vial of tears|0
13348|Vial of tears (1)|Vial of tears|0
13349|Vial of tears (2)|Vial of tears|0
13350|Vial of tears (3)|Vial of tears|0
13351|Vial of tears (full)|Vial of tears|0
13392|Xeric's talisman (inert)|Xeric's talisman|0
13526|Eathram & rada extract|Eathram & rada extract|0
13538|Shayzien supply gloves (1)|Shayzien supply gloves (1)|6
13539|Shayzien supply boots (1)|Shayzien supply boots (1)|6
13540|Shayzien supply helm (1)|Shayzien supply helm (1)|6
13541|Shayzien supply greaves (1)|Shayzien supply greaves (1)|6
13542|Shayzien supply platebody (1)|Shayzien supply platebody (1)|6
13543|Shayzien supply gloves (2)|Shayzien supply gloves (2)|6
13544|Shayzien supply boots (2)|Shayzien supply boots (2)|6
13545|Shayzien supply helm (2)|Shayzien supply helm (2)|6
13546|Shayzien supply greaves (2)|Shayzien supply greaves (2)|6
13547|Shayzien supply platebody (2)|Shayzien supply platebody (2)|6
13548|Shayzien supply gloves (3)|Shayzien supply gloves (3)|6
13549|Shayzien supply boots (3)|Shayzien supply boots (3)|6
13550|Shayzien supply helm (3)|Shayzien supply helm (3)|6
13551|Shayzien supply greaves (3)|Shayzien supply greaves (3)|6
13552|Shayzien supply platebody (3)|Shayzien supply platebody (3)|6
13553|Shayzien supply gloves (4)|Shayzien supply gloves (4)|6
13554|Shayzien supply boots (4)|Shayzien supply boots (4)|6
13555|Shayzien supply helm (4)|Shayzien supply helm (4)|6
13556|Shayzien supply greaves (4)|Shayzien supply greaves (4)|6
13557|Shayzien supply platebody (4)|Shayzien supply platebody (4)|6
13558|Shayzien supply gloves (5)|Shayzien supply gloves (5)|6
13559|Shayzien supply boots (5)|Shayzien supply boots (5)|6
13560|Shayzien supply helm (5)|Shayzien supply helm (5)|6
13561|Shayzien supply greaves (5)|Shayzien supply greaves (5)|6
13562|Shayzien supply platebody (5)|Shayzien supply platebody (5)|6
13654|Nest box (seeds)|Nest box|0
13661|Null|None|1
13662|Null|None|1
13716|Apples(5)|Apples|0
13717|Oranges(5)|Oranges|0
13718|Strawberries(5)|Strawberries|0
13719|Bananas(5)|Bananas|0
13720|Tomatoes(5)|Tomatoes|0
13730|Oak seedling (w)|Oak seedling|0
13731|Willow seedling (w)|Willow seedling|0
13732|Maple seedling (w)|Maple seedling|0
13733|Yew seedling (w)|Yew seedling|0
13734|Magic seedling (w)|Magic seedling|0
13735|Spirit seedling (w)|Spirit seedling|0
13750|Potatoes(10)|Potatoes|0
13751|Onions(10)|Onions|0
13752|Cabbages(10)|Cabbages|0
13821|Spirit roots|None|2
13834|Apple seedling (w)|Apple seedling|0
13835|Banana seedling (w)|Banana seedling|0
13836|Orange seedling (w)|Orange seedling|0
13837|Curry seedling (w)|Curry seedling|0
13838|Pineapple seedling (w)|Pineapple seedling|0
13839|Papaya seedling (w)|Papaya seedling|0
13840|Palm seedling (w)|Palm seedling|0
13841|Calquat seedling (w)|Calquat seedling|0
13999|Nest box (empty)|Nest box|0
14000|Nest box (seeds)|Nest box|0
14001|Nest box (ring)|Nest box|0
14008|Slayer ring (8)|Slayer ring|0
14013|Trident of the seas (full)|Trident of the seas|0
14018|Fungicide spray 10|Fungicide spray|0
14045|Unlit bug lantern|Bug lantern|0
14046|Lit bug lantern|Bug lantern|0
14153|Mystic hat|Mystic hat (blue)|0
14154|Mystic robe top|Mystic robe top (blue)|0
14155|Mystic robe bottom|Mystic robe bottom (blue)|0
14156|Mystic gloves|Mystic gloves (blue)|0
14157|Mystic boots|Mystic boots (blue)|0
14205|Music cape(t)|Music cape|0
14208|Attack cape(t)|Attack cape|0
14211|Strength cape(t)|Strength cape|0
14214|Defence cape(t)|Defence cape|0
14217|Ranging cape(t)|Ranging cape|0
14220|Prayer cape(t)|Prayer cape|0
14223|Magic cape(t)|Magic cape|0
14226|Runecraft cape(t)|Runecraft cape|0
14229|Hunter cape(t)|Hunter cape|0
14232|Hitpoints cape(t)|Hitpoints cape|0
14235|Agility cape(t)|Agility cape|0
14238|Herblore cape(t)|Herblore cape|0
14241|Thieving cape(t)|Thieving cape|0
14244|Crafting cape(t)|Crafting cape|0
14247|Fletching cape(t)|Fletching cape|0
14250|Slayer cape(t)|Slayer cape|0
14253|Construct. cape(t)|Construct. cape|0
14256|Mining cape(t)|Mining cape|0
14259|Smithing cape(t)|Smithing cape|0
14262|Fishing cape(t)|Fishing cape|0
14265|Cooking cape(t)|Cooking cape|0
14268|Firemaking cape(t)|Firemaking cape|0
14271|Woodcut. cape(t)|Woodcutting cape|0
14274|Farming cape(t)|Farming cape|0
14278|Quest point cape (t)|Quest point cape|0
14279|Achievement diary cape (t)|Achievement diary cape|0
14301|Skull|None|2
14311|White dagger(p)|White dagger|0
14312|White dagger(p+)|White dagger|0
14313|White dagger(p++)|White dagger|0
14404|Damaged book|Damaged book (Saradomin)|0
14406|Damaged book|Damaged book (Zamorak)|0
14408|Damaged book|Damaged book (Guthix)|0
14410|Damaged book|Damaged book (Bandos)|0
14412|Damaged book|Damaged book (Armadyl)|0
14414|Damaged book|Damaged book (Ancient)|0
14448|Bronze javelin(p)|Bronze javelin|0
14449|Iron javelin(p)|Iron javelin|0
14450|Steel javelin(p)|Steel javelin|0
14451|Mithril javelin(p)|Mithril javelin|0
14452|Adamant javelin(p)|Adamant javelin|0
14453|Rune javelin(p)|Rune javelin|0
14454|Bronze javelin(p+)|Bronze javelin|0
14455|Iron javelin(p+)|Iron javelin|0
14456|Steel javelin(p+)|Steel javelin|0
14457|Mithril javelin(p+)|Mithril javelin|0
14458|Adamant javelin(p+)|Adamant javelin|0
14459|Rune javelin(p+)|Rune javelin|0
14460|Bronze javelin(p++)|Bronze javelin|0
14461|Iron javelin(p++)|Iron javelin|0
14462|Steel javelin(p++)|Steel javelin|0
14463|Mithril javelin(p++)|Mithril javelin|0
14464|Adamant javelin(p++)|Adamant javelin|0
14465|Rune javelin(p++)|Rune javelin|0
14479|Bronze knife(p)|Bronze knife|0
14480|Iron knife(p)|Iron knife|0
14481|Steel knife(p)|Steel knife|0
14482|Black knife(p)|Black knife|0
14483|Mithril knife(p)|Mithril knife|0
14484|Adamant knife(p)|Adamant knife|0
14485|Rune knife(p)|Rune knife|0
14486|Bronze knife(p+)|Bronze knife|0
14487|Iron knife(p+)|Iron knife|0
14488|Steel knife(p+)|Steel knife|0
14489|Black knife(p+)|Black knife|0
14490|Mithril knife(p+)|Mithril knife|0
14491|Adamant knife(p+)|Adamant knife|0
14492|Rune knife(p+)|Rune knife|0
14493|Bronze knife(p++)|Bronze knife|0
14494|Iron knife(p++)|Iron knife|0
14495|Steel knife(p++)|Steel knife|0
14496|Black knife(p++)|Black knife|0
14497|Mithril knife(p++)|Mithril knife|0
14498|Adamant knife(p++)|Adamant knife|0
14499|Rune knife(p++)|Rune knife|0
14526|Bronze dart(p)|Bronze dart|0
14527|Iron dart(p)|Iron dart|0
14528|Steel dart(p)|Steel dart|0
14529|Black dart(p)|Black dart|0
14530|Mithril dart(p)|Mithril dart|0
14531|Adamant dart(p)|Adamant dart|0
14532|Rune dart(p)|Rune dart|0
14533|Dragon dart(p)|Dragon dart|0
14534|Poisoned dart(p)|None|2
14542|Bronze dart(p+)|Bronze dart|0
14543|Iron dart(p+)|Iron dart|0
14544|Steel dart(p+)|Steel dart|0
14545|Black dart(p+)|Black dart|0
14546|Mithril dart(p+)|Mithril dart|0
14547|Adamant dart(p+)|Adamant dart|0
14548|Rune dart(p+)|Rune dart|0
14549|Dragon dart(p+)|Dragon dart|0
14550|Bronze dart(p++)|Bronze dart|0
14551|Iron dart(p++)|Iron dart|0
14552|Steel dart(p++)|Steel dart|0
14553|Black dart(p++)|Black dart|0
14554|Mithril dart(p++)|Mithril dart|0
14555|Adamant dart(p++)|Adamant dart|0
14556|Rune dart(p++)|Rune dart|0
14557|Dragon dart(p++)|Dragon dart|0
14593|Bronze arrow(p)|Bronze arrow|0
14594|Iron arrow(p)|Iron arrow|0
14595|Steel arrow(p)|Steel arrow|0
14596|Mithril arrow(p)|Mithril arrow|0
14597|Adamant arrow(p)|Adamant arrow|0
14598|Rune arrow(p)|Rune arrow|0
14599|Dragon arrow(p)|Dragon arrow|0
14600|Bronze arrow(p+)|Bronze arrow|0
14601|Iron arrow(p+)|Iron arrow|0
14602|Steel arrow(p+)|Steel arrow|0
14603|Mithril arrow(p+)|Mithril arrow|0
14604|Adamant arrow(p+)|Adamant arrow|0
14605|Rune arrow(p+)|Rune arrow|0
14606|Dragon arrow(p+)|Dragon arrow|0
14607|Bronze arrow(p++)|Bronze arrow|0
14608|Iron arrow(p++)|Iron arrow|0
14609|Steel arrow(p++)|Steel arrow|0
14610|Mithril arrow(p++)|Mithril arrow|0
14611|Adamant arrow(p++)|Adamant arrow|0
14612|Rune arrow(p++)|Rune arrow|0
14613|Dragon arrow(p++)|Dragon arrow|0
14628|Farmer's fork|None|2
14629|Halberd|None|2
14630|Warhammer|None|2
14631|Javelin|None|2
14641|Bronze dagger(p)|Bronze dagger|0
14642|Iron dagger(p)|Iron dagger|0
14643|Steel dagger(p)|Steel dagger|0
14644|Black dagger(p)|Black dagger|0
14645|Mithril dagger(p)|Mithril dagger|0
14646|Adamant dagger(p)|Adamant dagger|0
14647|Rune dagger(p)|Rune dagger|0
14648|Dragon dagger(p)|Dragon dagger|0
14649|Poisoned dagger(p)|None|2
14650|Bronze dagger(p+)|Bronze dagger|0
14651|Iron dagger(p+)|Iron dagger|0
14652|Steel dagger(p+)|Steel dagger|0
14653|Black dagger(p+)|Black dagger|0
14654|Mithril dagger(p+)|Mithril dagger|0
14655|Adamant dagger(p+)|Adamant dagger|0
14656|Rune dagger(p+)|Rune dagger|0
14657|Dragon dagger(p+)|Dragon dagger|0
14658|Poison dagger(p+)|None|2
14659|Bronze dagger(p++)|Bronze dagger|0
14660|Iron dagger(p++)|Iron dagger|0
14661|Steel dagger(p++)|Steel dagger|0
14662|Black dagger(p++)|Black dagger|0
14663|Mithril dagger(p++)|Mithril dagger|0
14664|Adamant dagger(p++)|Adamant dagger|0
14665|Rune dagger(p++)|Rune dagger|0
14666|Dragon dagger(p++)|Dragon dagger|0
14667|Poison dagger(p++)|None|2
14729|Stool|None|2
14775|Bronze spear(p)|Bronze spear|0
14776|Iron spear(p)|Iron spear|0
14777|Steel spear(p)|Steel spear|0
14778|Mithril spear(p)|Mithril spear|0
14779|Adamant spear(p)|Adamant spear|0
14780|Rune spear(p)|Rune spear|0
14781|Dragon spear(p)|Dragon spear|0
14782|Bronze spear(p+)|Bronze spear|0
14783|Iron spear(p+)|Iron spear|0
14784|Steel spear(p+)|Steel spear|0
14785|Mithril spear(p+)|Mithril spear|0
14786|Adamant spear(p+)|Adamant spear|0
14787|Rune spear(p+)|Rune spear|0
14788|Dragon spear(p+)|Dragon spear|0
14789|Bronze spear(p++)|Bronze spear|0
14790|Iron spear(p++)|Iron spear|0
14791|Steel spear(p++)|Steel spear|0
14792|Mithril spear(p++)|Mithril spear|0
14793|Adamant spear(p++)|Adamant spear|0
14794|Rune spear(p++)|Rune spear|0
14795|Dragon spear(p++)|Dragon spear|0
14796|Bronze spear(kp)|Bronze spear|0
14797|Iron spear(kp)|Iron spear|0
14798|Steel spear(kp)|Steel spear|0
14799|Black spear(kp)|Black spear|0
14800|Mithril spear(kp)|Mithril spear|0
14801|Adamant spear(kp)|Adamant spear|0
14802|Rune spear(kp)|Rune spear|0
14803|Dragon spear(kp)|Dragon spear|0
14820|Banner|Banner (Arrav)|0
14821|Banner|Banner (Asgarnia)|0
14822|Banner|Banner (Dorgeshuun)|0
14823|Banner|Banner (Dragon)|0
14824|Banner|Banner (Fairy)|0
14825|Banner|Banner (Guthix)|0
14826|Banner|Banner (HAM)|0
14827|Banner|Banner (Horse)|0
14828|Banner|Banner (Jogre)|0
14829|Banner|Banner (Kandarin)|0
14830|Banner|Banner (Misthalin)|0
14831|Banner|Banner (Money)|0
14832|Banner|Banner (Saradomin)|0
14833|Banner|Banner (Skull)|0
14834|Banner|Banner (Varrock)|0
14835|Banner|Banner (Zamorak)|0
14836|Steel heraldic helm|Steel heraldic helm (Arrav)|0
14837|Steel heraldic helm|Steel heraldic helm (Asgarnia)|0
14838|Steel heraldic helm|Steel heraldic helm (Dorgeshuun)|0
14839|Steel heraldic helm|Steel heraldic helm (Dragon)|0
14840|Steel heraldic helm|Steel heraldic helm (Fairy)|0
14841|Steel heraldic helm|Steel heraldic helm (Guthix)|0
14842|Steel heraldic helm|Steel heraldic helm (HAM)|0
14843|Steel heraldic helm|Steel heraldic helm (Horse)|0
14844|Steel heraldic helm|Steel heraldic helm (Jogre)|0
14845|Steel heraldic helm|Steel heraldic helm (Kandarin)|0
14846|Steel heraldic helm|Steel heraldic helm (Misthalin)|0
14847|Steel heraldic helm|Steel heraldic helm (Money)|0
14848|Steel heraldic helm|Steel heraldic helm (Saradomin)|0
14849|Steel heraldic helm|Steel heraldic helm (Skull)|0
14850|Steel heraldic helm|Steel heraldic helm (Varrock)|0
14851|Steel heraldic helm|Steel heraldic helm (Zamorak)|0
14868|Rune heraldic helm|Rune heraldic helm (Arrav)|0
14869|Rune heraldic helm|Rune heraldic helm (Asgarnia)|0
14870|Rune heraldic helm|Rune heraldic helm (Dorgeshuun)|0
14871|Rune heraldic helm|Rune heraldic helm (Dragon)|0
14872|Rune heraldic helm|Rune heraldic helm (Fairy)|0
14873|Rune heraldic helm|Rune heraldic helm (Guthix)|0
14874|Rune heraldic helm|Rune heraldic helm (HAM)|0
14875|Rune heraldic helm|Rune heraldic helm (Horse)|0
14876|Rune heraldic helm|Rune heraldic helm (Jogre)|0
14877|Rune heraldic helm|Rune heraldic helm (Kandarin)|0
14878|Rune heraldic helm|Rune heraldic helm (Misthalin)|0
14879|Rune heraldic helm|Rune heraldic helm (Money)|0
14880|Rune heraldic helm|Rune heraldic helm (Saradomin)|0
14881|Rune heraldic helm|Rune heraldic helm (Skull)|0
14882|Rune heraldic helm|Rune heraldic helm (Varrock)|0
14883|Rune heraldic helm|Rune heraldic helm (Zamorak)|0
14937|Servant bell|None|5
14948|Crude chair|Crude chair (flatpack)|0
14955|Bookcase|Bookcase (flatpack)|0
14986|Four-poster bed|Four-poster bed (flatpack)|0
14987|Gilded four-poster|Gilded four-poster (flatpack)|0
15013|Magic cape rack|Magic cape rack (flatpack)|0
15029|M. treasure chest|M. treasure chest (flatpack)|0
15059|Mysterious emblem (tier 2)|Mysterious emblem|0
15060|Mysterious emblem (tier 3)|Mysterious emblem|0
15061|Mysterious emblem (tier 4)|Mysterious emblem|0
15062|Mysterious emblem (tier 5)|Mysterious emblem|0
15063|Mysterious emblem (tier 6)|Mysterious emblem|0
15064|Mysterious emblem (tier 7)|Mysterious emblem|0
15065|Mysterious emblem (tier 8)|Mysterious emblem|0
15066|Mysterious emblem (tier 9)|Mysterious emblem|0
15067|Mysterious emblem (tier 10)|Mysterious emblem|0
15119|Bronze bolts (p)|Bronze bolts|0
15120|Blurite bolts (p)|Blurite bolts|0
15121|Iron bolts (p)|Iron bolts|0
15122|Steel bolts (p)|Steel bolts|0
15123|Mithril bolts (p)|Mithril bolts|0
15124|Adamant bolts (p)|Adamant bolts|0
15125|Runite bolts (p)|Runite bolts|0
15126|Silver bolts (p)|Silver bolts|0
15127|Bronze bolts (p+)|Bronze bolts|0
15128|Blurite bolts (p+)|Blurite bolts|0
15129|Iron bolts (p+)|Iron bolts|0
15130|Steel bolts (p+)|Steel bolts|0
15131|Mithril bolts (p+)|Mithril bolts|0
15132|Adamant bolts (p+)|Adamant bolts|0
15133|Runite bolts (p+)|Runite bolts|0
15134|Silver bolts (p+)|Silver bolts|0
15135|Bronze bolts (p++)|Bronze bolts|0
15136|Blurite bolts (p++)|Blurite bolts|0
15137|Iron bolts (p++)|Iron bolts|0
15138|Steel bolts (p++)|Steel bolts|0
15139|Mithril bolts (p++)|Mithril bolts|0
15140|Adamant bolts (p++)|Adamant bolts|0
15141|Runite bolts (p++)|Runite bolts|0
15142|Silver bolts (p++)|Silver bolts|0
15178|Grapple|Mith grapple|0
15237|Antidote+(4)|Antidote+|0
15238|Antidote++(4)|Antidote++|0
15239|Anti-venom(4)|Anti-venom|0
15240|Anti-venom+(4)|Anti-venom+|0
15255|Strength potion(4)|Strength potion|0
15256|Attack potion(4)|Attack potion|0
15257|Restore potion(4)|Restore potion|0
15258|Defence potion(4)|Defence potion|0
15259|Prayer potion(4)|Prayer potion|0
15260|Super attack(4)|Super attack|0
15261|Fishing potion(4)|Fishing potion|0
15262|Super strength(4)|Super strength|0
15263|Super defence(4)|Super defence|0
15264|Ranging potion(4)|Ranging potion|0
15265|Antipoison(4)|Antipoison|0
15266|Superantipoison(4)|Superantipoison|0
15268|Zamorak brew(4)|Zamorak brew|0
15269|Saradomin brew(4)|Saradomin brew|0
15272|Antifire potion(4)|Antifire potion|0
15273|Extended antifire(4)|Extended antifire|0
15274|Energy potion(4)|Energy potion|0
15275|Super energy(4)|Super energy|0
15276|Stamina potion(4)|Stamina potion|0
15277|Super restore(4)|Super restore|0
15278|Agility potion(4)|Agility potion|0
15279|Magic potion(4)|Magic potion|0
15280|Hunter potion(4)|Hunter potion|0
15281|Combat potion(4)|Combat potion|0
15282|Super combat potion(4)|Super combat potion|0
15297|Null|None|1
15303|Null|None|1
15304|Null|None|1
15309|Null|None|1
15344|Null|None|1
15345|Null|None|1
15346|Null|None|1
15389|Wimpy feather|None|2
15422|Black warlock|None|4
15423|Snowy knight|None|4
15424|Sapphire glacialis|None|4
15425|Ruby harvest|None|4
15429|Imp-in-a-box(2)|None|5
15431|Old school bond (untradeable)|Old school bond|0
15495|Attack mix(2)|Attack mix|0
15496|Antipoison mix(2)|Antipoison mix|0
15497|Relicym's mix(2)|Relicym's mix|0
15498|Strength mix(2)|Strength mix|0
15499|Combat mix(2)|Combat mix|0
15500|Restore mix(2)|Restore mix|0
15501|Energy mix(2)|Energy mix|0
15502|Defence mix(2)|Defence mix|0
15503|Agility mix(2)|Agility mix|0
15504|Prayer mix(2)|Prayer mix|0
15505|Superattack mix(2)|Superattack mix|0
15506|Anti-poison supermix(2)|Anti-poison supermix|0
15507|Fishing mix(2)|Fishing mix|0
15508|Super energy mix(2)|Super energy mix|0
15509|Stamina mix(2)|Stamina mix|0
15510|Super str. mix(2)|Super str. mix|0
15511|Magic essence mix(2)|Magic essence mix|0
15512|Super restore mix(2)|Super restore mix|0
15513|Super def. mix(2)|Super def. mix|0
15514|Antidote+ mix(2)|Antidote+ mix|0
15515|Antifire mix(2)|Antifire mix|0
15516|Extended antifire mix(2)|Extended antifire mix|0
15517|Ranging mix(2)|Ranging mix|0
15518|Magic mix(2)|Magic mix|0
15519|Hunting mix(2)|Hunting mix|0
15520|Zamorak mix(2)|Zamorak mix|0
15524|Fish vial|None|2
15525|Fish vial|None|2
15560|Bronze hasta(p)|Bronze hasta|0
15561|Bronze hasta(kp)|Bronze hasta|0
15562|Bronze hasta(p+)|Bronze hasta|0
15563|Bronze hasta(p++)|Bronze hasta|0
15564|Iron hasta(p)|Iron hasta|0
15565|Iron hasta(kp)|Iron hasta|0
15566|Iron hasta(p+)|Iron hasta|0
15567|Iron hasta(p++)|Iron hasta|0
15568|Steel hasta(p)|Steel hasta|0
15569|Steel hasta(kp)|Steel hasta|0
15570|Steel hasta(p+)|Steel hasta|0
15571|Steel hasta(p++)|Steel hasta|0
15572|Mithril hasta(p)|Mithril hasta|0
15573|Mithril hasta(kp)|Mithril hasta|0
15574|Mithril hasta(p+)|Mithril hasta|0
15575|Mithril hasta(p++)|Mithril hasta|0
15576|Adamant hasta(p)|Adamant hasta|0
15577|Adamant hasta(kp)|Adamant hasta|0
15578|Adamant hasta(p+)|Adamant hasta|0
15579|Adamant hasta(p++)|Adamant hasta|0
15580|Rune hasta(p)|Rune hasta|0
15581|Rune hasta(kp)|Rune hasta|0
15582|Rune hasta(p+)|Rune hasta|0
15583|Rune hasta(p++)|Rune hasta|0
15610|Sanfew serum(4)|Sanfew serum|0
15624|Decorative sword|Decorative sword (red)|0
15625|Decorative armour|Decorative armour (red platebody)|0
15626|Decorative armour|Decorative armour (red platelegs)|0
15627|Decorative helm|Decorative helm (red)|0
15628|Decorative shield|Decorative shield (red)|0
15629|Decorative sword|Decorative sword (white)|0
15630|Decorative armour|Decorative armour (white platebody)|0
15631|Decorative armour|Decorative armour (white platelegs)|0
15632|Decorative helm|Decorative helm (white)|0
15633|Decorative shield|Decorative shield (white)|0
15634|Decorative sword|Decorative sword (gold)|0
15635|Decorative armour|Decorative armour (gold platebody)|0
15636|Decorative armour|Decorative armour (gold platelegs)|0
15637|Decorative helm|Decorative helm (gold)|0
15638|Decorative shield|Decorative shield (gold)|0
15639|Castlewars hood|Castlewars hood (Zamorak)|0
15640|Castlewars cloak|Castlewars cloak (Zamorak)|0
15641|Castlewars hood|Castlewars hood (Saradomin)|0
15642|Castlewars cloak|Castlewars cloak (Saradomin)|0
15645|Decorative armour|Decorative armour (red plateskirt)|0
15646|Decorative armour|Decorative armour (white plateskirt)|0
15647|Decorative armour|Decorative armour (gold plateskirt)|0
15648|Decorative armour|Decorative armour (magic top)|0
15649|Decorative armour|Decorative armour (magic legs)|0
15650|Decorative armour|Decorative armour (magic hat)|0
15651|Decorative armour|Decorative armour (ranged top)|0
15652|Decorative armour|Decorative armour (ranged legs)|0
15653|Decorative armour|Decorative armour (quiver)|0
15684|Karil's coif 0|Karil's coif|0
15686|Karil's crossbow 0|Karil's crossbow|0
15688|Karil's leathertop 0|Karil's leathertop|0
15690|Karil's leatherskirt 0|Karil's leatherskirt|0
15692|Dharok's helm 0|Dharok's helm|0
15694|Dharok's greataxe 0|Dharok's greataxe|0
15696|Dharok's platebody 0|Dharok's platebody|0
15698|Dharok's platelegs 0|Dharok's platelegs|0
15700|Torag's helm 0|Torag's helm|0
15702|Torag's hammers 0|Torag's hammers|0
15704|Torag's platebody 0|Torag's platebody|0
15706|Torag's platelegs 0|Torag's platelegs|0
15708|Ahrim's hood 0|Ahrim's hood|0
15710|Ahrim's staff 0|Ahrim's staff|0
15712|Ahrim's robetop 0|Ahrim's robetop|0
15714|Ahrim's robeskirt 0|Ahrim's robeskirt|0
15716|Verac's helm 0|Verac's helm|0
15718|Verac's flail 0|Verac's flail|0
15720|Verac's brassard 0|Verac's brassard|0
15722|Verac's plateskirt 0|Verac's plateskirt|0
15724|Guthan's helm 0|Guthan's helm|0
15726|Guthan's warspear 0|Guthan's warspear|0
15728|Guthan's platebody 0|Guthan's platebody|0
15730|Guthan's chainskirt 0|Guthan's chainskirt|0
15733|Amulet of the damned (full)|Amulet of the damned|0
